A5,hh_altersmok,smoking,log_inc,class,gender,A12,han
,,,6.5783248,,,,0
3,,,8.5189247,,2,0,1
3,,,8.9903011,,2,0,1
3,20,0,9.3260059,,2,2,1
3,66.666664,0,9.8984747,,2,2,1
3,20,0,10.729753,11,2,3,1
3,,,10.714194,,2,,1
3,,,6.9837899,,2,,0
3,,,7.5835748,,2,,0
,,,9.205328,,,,0
0,,,8.6530056,11,1,0,1
0,,,8.4553175,7,1,0,1
0,,,6.3580427,11,1,1,1
0,90,30,7.9645033,11,1,1,1
0,20,20,9.242548,11,1,1,1
0,0,20,8.7038727,11,1,1,1
0,0,1,10.723268,11,1,1,1
0,.33333337,1,10.378945,11,1,0,1
0,0,0,9.7201653,11,1,1,1
1,,,8.0767221,11,2,1,1
1,0,0,7.6847839,11,2,1,1
1,0,0,6.845377,11,2,1,1
1,,,8.1994638,11,2,1,1
1,40,0,9.242548,11,2,1,1
1,20,0,8.943924,11,2,1,1
1,1,0,10.014582,11,2,,1
1,1.3333334,0,10.253263,11,2,1,1
1,,,8.1747026,,2,,1
3,,,7.7735944,,1,,1
3,,,7.106606,,1,,1
3,,,6.1248918,,1,,1
3,,,7.1654935,,1,,1
3,,,8.1453867,,1,,1
3,20,0,8.7038727,,1,2,1
3,1,0,9.3413687,11,1,2,1
3,1.3333334,0,10.050829,11,1,2,1
3,,,8.1747026,,1,,1
3,,,7.106606,,2,,1
3,,,5.8372097,,2,,1
3,,,7.1654935,,2,,1
3,,,8.1453867,,2,,1
3,20,0,8.7038727,,2,1,1
3,1,0,9.3413687,,2,2,1
3,,,9.4473867,,2,,1
3,,,8.1747026,,2,,1
0,,,9.6523943,11,1,1,1
0,0,0,5.3658299,11,1,1,1
0,0,0,7.5029683,11,1,1,1
0,0,0,8.9376564,11,1,1,1
0,0,0,9.9224215,11,1,1,1
0,0,0,10.822474,11,1,1,1
0,0,0,11.18858,7,1,1,1
0,0,0,10.493362,11,1,1,1
1,,,9.6240377,11,2,1,1
1,0,0,0,11,2,1,1
1,0,0,8.1612148,11,2,1,1
1,0,0,8.60886,11,2,1,1
1,0,0,9.4669828,11,2,1,1
1,0,0,10.452909,11,2,0,1
1,0,0,11.19272,11,2,1,1
1,0,0,10.365123,11,2,0,1
3,,,9.031333,12,2,0,1
3,0,0,6.2651825,,2,1,1
3,,,7.9265766,,2,1,1
3,0,0,8.9376564,11,2,2,1
3,0,0,10.191194,11,2,2,1
3,,,9.492507,,2,,1
3,,,11.007088,,2,,1
3,,,9.9758081,,2,,1
3,,,9.031333,12,1,0,1
3,,,6.2651825,,1,0,1
3,,,7.9265766,,1,1,1
3,,,9.3573437,11,1,,1
3,,,9.5083923,,1,,1
3,,,10.185655,,1,,1
3,,,11.007088,,1,,1
3,,,9.9758081,,1,,1
0,,,6.5747771,11,1,1,1
0,20,20,6.5820251,11,1,1,1
0,20,20,8.3347435,11,1,1,1
0,30,30,8.1311102,11,1,1,1
0,0,0,9.3271008,11,1,1,1
0,20,40,7.738306,11,1,2,1
0,45,30,9.2650433,11,1,2,1
0,40,20,9.1665382,11,1,2,1
0,,,8.4674025,,1,,1
1,,,7.4540172,11,2,1,1
1,40,0,6.6385679,11,2,1,1
1,40,0,8.3144054,11,2,2,1
1,60,0,9.1904774,11,2,2,1
1,0,0,9.2688103,11,2,2,1
1,60,0,8.599617,11,2,2,1
1,75,0,8.8980551,11,2,2,1
1,60,0,10.071118,11,2,2,1
1,0,0,10.353197,11,2,2,1
3,,,6.0021219,,1,0,1
3,,,5.5759492,,1,0,1
3,,,6.8515835,,1,1,1
,,,7.26443,,1,,1
3,,,7.8160138,,1,,1
3,,,8.7403364,,1,,1
3,,,8.4674025,,1,,1
3,,,6.338594,,1,,1
3,,,5.5759492,,1,0,1
3,,,6.8515835,,1,0,1
3,,,7.26443,,1,1,1
3,,,7.9231458,,1,,1
3,,,8.5856037,,1,,1
3,,,7.8160138,,1,,1
3,,,8.1807213,,1,,1
3,,,8.4674025,,1,,1
5,,,7.8160138,,2,,1
5,,,8.1807213,,2,,1
5,,,8.6215534,,2,0,1
5,,,8.7403364,,2,,1
5,,,8.4674025,,2,,1
5,,,9.3147001,,2,,1
0,,,7.0414119,11,2,0,1
0,0,0,7.3858509,11,2,0,1
0,0,0,8.9414558,11,2,0,1
0,0,0,7.6008172,1,2,0,1
0,1.3333334,0,10.297988,11,2,0,1
0,16.666666,0,9.3622971,1,2,0,1
0,0,0,8.3606405,1,2,0,1
3,,,6.0354815,12,1,2,1
3,0,0,6.7190132,11,1,2,1
3,,,6.9265528,,1,,1
3,,,7.6008172,,1,,1
3,.33333337,1,10.3544,4,1,2,1
3,6.666666,10,10.452187,11,1,2,1
3,0,0,8.3606405,7,1,2,1
7,1.3333334,0,8.645813,11,2,1,1
7,16.666666,0,9.1831646,11,2,1,1
7,0,0,9.9383926,11,2,0,1
5,,,8.8558064,,2,,1
5,,,9.0240107,,2,,1
5,,,8.3606405,,2,0,1
5,,,9.0240107,,2,,1
5,,,9.2769308,,2,,1
0,,,0,11,1,0,1
0,23.75,20,7.934989,11,1,1,1
0,46.666664,20,8.9936972,11,1,1,1
0,20,0,8.6911469,11,1,1,1
0,0,0,9.4025917,11,1,1,1
0,20,1,9.2236948,11,1,1,1
0,10,10,7.8091264,11,1,1,1
0,20,20,9.7415228,11,1,1,1
0,0,0,9.1377697,1,1,1,1
1,,,7.5207763,11,2,0,1
1,43.75,0,8.2367716,11,2,0,1
1,66.666664,0,9.0228662,11,2,0,1
1,20,0,8.755475,11,2,0,1
1,0,0,9.4025917,11,2,0,1
1,21,0,8.8000298,11,2,1,1
1,20,0,8.0076075,11,2,1,1
1,40,0,9.6081486,11,2,1,1
1,0,0,9.8626652,1,2,0,1
3,,,7.0264268,11,2,1,1
3,,,7.934989,11,2,1,1
,,,8.4977989,,2,,1
3,,,7.6617622,,2,,1
3,,,9.1458015,,2,,1
3,,,9.1377697,,2,,1
3,,,7.0264268,11,2,0,1
3,43.75,0,7.934989,11,2,1,1
,,,8.4977989,,2,,1
3,,,7.6617622,,2,,1
3,,,9.1458015,,2,,1
3,,,9.1377697,,2,,1
0,,,8.8385515,11,1,2,1
0,0,0,6.7776465,11,1,2,1
0,0,0,9.395978,11,1,2,1
0,0,0,7.4418712,4,1,2,1
0,26.666666,0,8.4930258,11,1,2,1
0,0,0,9.2919207,7,1,2,1
1,,,7.3620105,11,2,0,1
1,0,0,7.4229712,11,2,2,1
1,0,0,9.4743843,11,2,2,1
1,0,0,8.4648342,11,2,2,1
1,26.666666,0,9.7479668,11,2,2,1
1,0,0,10.269865,11,2,2,1
3,,,7.3492308,,1,,1
3,,,6.2747622,,1,,1
3,,,8.695056,,1,1,1
3,0,0,7.1053262,13,1,2,1
3,6.666666,20,8.5691528,13,1,2,1
3,0,0,10.458808,4,1,1,1
3,,,7.1053262,,2,,1
3,,,8.2814713,,2,,1
3,,,9.2919207,,2,0,1
0,,,7.9488897,11,1,0,1
0,0,0,7.7740149,11,1,0,1
0,0,0,7.3869576,11,1,,1
0,0,0,9.7367153,13,1,0,1
,,,8.5337067,,1,,1
1,,,7.6584973,11,2,0,1
1,0,0,7.4372063,11,2,0,1
1,0,0,7.7001982,11,2,0,1
1,0,0,9.805975,11,2,0,1
0,0,0,9.2279959,11,2,0,1
0,0,0,8.2712927,1,2,0,1
0,0,0,8.7080736,1,2,1,1
3,,,7.8477626,11,2,1,1
,,,6.251904,,2,,1
3,,,8.1102982,,2,,1
5,0,0,7.3226991,,1,3,1
3,0,0,9.9796591,11,1,3,1
3,0,0,10.064953,11,1,3,1
3,,,6.7240043,,1,,1
0,,,8.2525768,11,1,0,1
0,,,7.9798865,11,1,0,1
0,0,0,9.7303982,11,1,0,1
0,0,0,8.9843178,13,1,0,1
0,0,0,9.6413946,11,1,0,1
0,0,0,8.6271467,1,1,0,1
0,0,0,8.3440294,11,1,0,1
0,0,0,8.3187418,13,1,0,1
0,,,7.0732698,,1,,1
1,,,7.3691282,11,2,0,1
1,0,0,7.9485974,11,2,0,1
1,0,0,9.2352314,11,2,0,1
1,0,0,8.9843178,13,2,0,1
1,0,0,9.6413946,11,2,0,1
1,0,0,8.6271467,1,2,0,1
1,0,0,8.432724,11,2,0,1
1,0,0,8.3187418,1,2,0,1
1,0,0,8.6827078,1,2,0,1
3,,,8.0245352,11,1,1,1
3,0,0,7.9798865,11,1,1,1
3,,,9.7150917,11,1,1,1
3,0,0,9.2294073,11,1,1,1
3,,,9.2393084,,1,2,1
3,,,8.9618788,,1,,1
3,,,8.3187418,,1,,1
3,,,7.9895606,,1,,1
3,,,8.0245352,1,1,1,1
3,,,6.9618645,11,1,2,1
3,,,9.1570129,11,1,2,1
,,,9.0587034,,1,,1
3,,,8.9618788,,1,,1
3,,,8.3187418,,1,,1
3,,,8.6827078,,1,,1
3,,,7.9798865,11,1,1,1
3,,,9.7150917,11,1,2,1
3,0,0,9.2294073,11,1,,1
3,,,9.2393084,,1,,1
3,,,8.9618788,,1,,1
3,,,8.3187418,,1,,1
3,,,8.6827078,,1,,1
0,,,7.7764301,11,1,1,1
0,0,0,6.8012323,11,1,2,1
0,0,0,7.5291185,11,1,2,1
0,0,0,9.1215096,7,1,2,1
1,,,8.0403662,11,2,0,1
1,0,0,6.901783,11,2,0,1
1,0,0,7.5291185,1,2,0,1
1,0,0,9.1215096,7,2,1,1
3,,,6.9996505,12,2,0,1
3,0,0,6.24125,,2,1,1
3,,,6.7878046,,2,1,1
3,0,0,8.1461296,12,2,3,1
3,,,6.9996505,12,1,0,1
3,,,6.24125,,1,1,1
3,,,6.7878046,,1,2,1
3,0,0,8.1461296,12,1,3,1
3,,,7.8477626,11,1,3,1
3,,,7.7177963,11,1,3,1
0,0,0,7.0724826,11,1,3,1
0,0,0,9.8132896,11,1,3,1
0,0,0,8.9338322,11,1,3,1
0,0,0,7.8527083,11,1,3,1
0,0,0,6.5612326,11,1,3,1
0,20,20,10.075128,11,1,3,1
0,,,8.5244741,,1,,1
7,0,0,7.6381984,1,2,1,1
1,,,7.5027776,11,2,1,1
1,0,0,8.369853,11,2,1,1
1,0,0,8.949707,11,2,1,1
1,0,0,9.2703352,11,2,1,1
1,0,0,8.2068176,11,2,1,1
1,40,0,8.50208,11,2,2,1
1,0,0,10.059275,11,2,1,1
3,,,6.2767777,,1,,1
3,,,8.7504187,,1,0,1
3,,,7.8256073,,1,0,1
2,,,8.0894823,,1,,1
3,0,0,6.8489146,,1,2,1
3,,,8.50208,,1,,1
3,,,8.5244741,,1,,1
3,,,8.50208,,1,,1
3,,,8.5244741,,1,,1
0,0,0,7.8777404,11,1,2,1
0,0,0,9.2235851,11,1,3,1
0,,,9.7981272,,1,,1
1,0,0,7.8323164,11,2,1,1
1,0,0,8.0719471,11,2,3,1
1,0,0,9.392662,1,2,3,1
3,,,7.9492092,,1,,0
3,,,9.392662,,1,,0
0,40,30,9.308198,11,1,1,1
0,30,30,9.5925055,11,1,1,1
0,0,40,9.1676474,11,1,1,1
0,10,10,7.8307848,11,1,2,1
0,43.333336,15,10.249733,11,1,1,1
0,,,8.3546743,,1,,1
1,70,0,9.944397,11,2,0,1
1,60,0,10.045386,11,2,0,1
1,40,0,8.2369347,11,2,0,1
1,20,0,8.7176666,11,2,1,1
1,58.333336,0,10.021937,1,2,1,1
1,50,0,9.7632675,11,2,0,1
3,30,40,9.6410503,11,1,2,1
3,30,30,9.6811972,11,1,2,1
3,,,7.8307848,,1,,1
3,38.333336,20,10.021937,7,1,2,1
3,30,20,8.8416891,11,1,2,1
3,70,0,8.8324499,11,1,2,1
3,60,0,9.4500294,11,1,2,1
5,,,7.8307848,,1,,1
3,,,10.021937,,1,,1
3,,,8.3546743,,1,,1
5,,,10.021937,,2,0,1
5,,,8.3546743,,2,0,1
0,1,2,9.0457382,11,1,2,1
0,0,0,8.7652073,11,1,2,1
0,0,0,8.1690035,11,1,2,1
0,0,0,10.151323,7,1,1,1
0,0,0,10.477529,4,1,1,1
1,3,0,9.3768978,11,2,1,1
1,0,0,8.5483799,11,2,1,1
1,0,0,8.8771267,11,2,2,1
1,0,0,9.805047,11,2,2,1
1,0,0,10.371444,11,2,2,1
3,,,8.1278296,,2,,1
3,,,8.2045059,,2,,1
3,,,7.6377163,,2,0,1
3,,,9.0853443,,2,,1
3,,,9.3508444,,2,,1
3,,,8.2045059,,1,,1
3,,,7.9253983,,1,,1
3,,,9.0853443,,1,0,1
3,,,9.3508444,,1,0,1
0,0,0,8.888504,11,1,3,1
0,0,0,8.367383,11,1,3,1
0,0,0,10.722992,4,1,3,1
0,,,7.8240461,,1,,1
1,0,0,8.3322687,11,2,2,1
1,0,0,8.5193195,11,2,2,1
1,0,0,10.173991,11,2,1,1
1,0,0,9.2616034,11,2,1,1
2,,,7.6697288,,2,,1
3,,,7.700748,,2,,1
3,,,9.4050846,,2,0,1
3,,,7.8240461,,2,1,1
3,,,7.4130659,,1,,1
3,,,9.4050846,,1,,1
3,,,7.8240461,,1,0,1
0,30,20,9.3297625,11,1,0,1
0,30,20,8.7535019,11,1,1,1
0,80,40,10.110366,11,1,0,1
0,,,9.0260172,,1,,1
1,,,8.2494335,,2,,1
1,50,0,8.2147827,11,2,0,1
1,120,0,8.1877632,1,2,1,1
1,0,0,10.517772,11,2,0,1
3,50,0,8.2494335,11,2,2,1
3,,,7.1623974,,2,,1
3,,,8.1877632,,2,,1
3,,,9.0260172,,2,,1
7,40,10,9.7946873,8,1,2,1
7,,,7.3447189,,1,,1
7,,,8.1877632,,1,,1
7,,,9.0260172,,1,,1
5,,,8.2494335,1,2,,1
5,,,7.1623974,,2,,1
5,,,8.1877632,,2,,1
5,,,9.0260172,,2,0,1
5,,,8.1877632,,2,,1
5,,,9.0260172,,2,,1
0,-4.7683716e-07,20,10.11665,8,1,3,1
1,20,0,9.5998583,11,2,0,1
3,20,0,9.0434227,,1,2,1
3,,,6.7774091,,2,,1
3,,,8.0075426,,2,0,1
3,,,7.4987345,,2,0,1
3,,,8.1321192,,2,1,1
3,0,0,7.4608326,,2,2,1
0,0,0,10.706442,7,2,2,1
3,,,6.662281,11,1,1,1
3,28.75,15,7.8863411,11,1,1,1
3,46.666664,20,8.7044764,11,1,1,1
3,-4.7683716e-07,20,8.6911469,11,1,1,1
3,,,8.857213,,1,,1
3,1,20,7.608562,4,1,2,1
0,0,20,8.9903173,11,1,2,1
0,20,20,10.266973,4,1,2,1
0,10,20,11.121364,4,1,2,1
1,20,0,8.8356466,11,2,2,1
1,,,9.0956774,,2,,1
1,30,0,10.623763,4,2,1,1
3,,,9.9942417,,2,,1
0,,,8.3195343,4,1,2,1
0,20,20,6.8938441,11,1,2,1
0,0,0,8.7348824,4,1,2,1
0,20,20,8.8071728,8,1,2,1
0,,,8.4435463,11,1,2,1
0,0,30,9.1106701,11,1,2,1
0,0,20,9.5236282,11,1,2,1
0,40,40,10.188188,4,1,2,1
0,40,40,8.5333948,11,1,2,1
1,,,8.060998,11,2,2,1
1,40,0,0,11,2,2,1
1,0,0,8.4846697,11,2,2,1
1,40,0,8.4990292,11,2,2,1
1,0,0,8.4435463,11,2,2,1
1,30,0,9.5540266,11,2,2,1
1,20,0,0,11,2,2,1
1,80,0,9.664134,1,2,2,1
1,80,0,9.1493511,1,2,2,1
3,,,7.1580858,12,1,0,1
3,,,5.8413682,,1,0,1
3,,,7.6088705,,1,0,1
3,,,7.8168201,,1,1,1
3,,,7.5215888,12,1,4,1
3,30,0,10.209495,7,1,4,1
3,20,0,9.7994995,4,1,4,1
3,,,8.929965,,1,,1
3,,,8.0503845,,1,,1
3,,,7.1580858,1,1,,1
3,,,5.8413682,,1,,1
3,,,7.6088705,,1,0,1
3,,,7.8168201,,1,1,1
3,,,7.5215888,,1,1,1
3,30,0,9.0654716,,1,2,1
3,20,0,9.4115934,4,1,4,1
3,,,8.929965,,1,,1
3,,,8.0503845,,1,,1
0,,,6.9010663,11,1,0,1
0,,,4.7501359,11,1,0,1
0,0,0,7.0587583,11,1,0,1
0,0,0,8.4810152,11,1,1,1
0,0,0,9.7534351,7,1,1,1
0,0,0,7.6044507,11,1,1,1
0,0,0,9.5551605,11,1,1,1
1,,,6.4962721,11,2,0,1
1,0,0,4.7501359,11,2,0,1
1,0,0,8.557951,11,2,0,1
1,0,0,8.6169033,11,2,0,1
1,0,0,9.8341579,11,2,0,1
1,0,0,8.2561169,11,2,0,1
1,0,0,8.5441809,11,2,0,1
3,,,5.7037826,1,1,,1
3,,,4.1206617,,1,,1
3,,,7.0587583,,1,0,1
3,,,7.6703353,,1,0,1
3,,,8.6185532,,1,0,1
3,,,7.6044507,,1,,1
3,0,0,8.1685381,1,1,2,1
3,,,5.7037826,1,2,,1
3,,,4.1206617,,2,,1
,,,7.0587583,,2,,1
3,,,7.6703353,,2,0,1
3,,,8.6185532,,2,1,1
3,,,7.6044507,,2,,1
3,,,8.1016779,,2,,1
3,,,5.7037826,1,2,,1
3,,,4.1206617,,2,,1
,,,7.0587583,,2,,1
3,,,8.1811609,,2,0,1
3,,,8.6185532,,2,0,1
3,0,0,7.6044507,,2,2,1
3,0,0,8.1016779,1,2,2,1
0,,,7.5323162,11,1,2,1
0,1.5,0,6.1837354,11,1,2,1
0,40,20,8.034874,11,1,2,1
0,4,20,7.332612,11,1,2,1
0,13.333332,20,8.7094135,11,1,2,1
0,32.5,30,8.9207897,11,1,2,1
0,46.666664,20,9.4904566,11,1,2,1
0,40,20,8.2945499,13,1,2,1
0,47.5,40,10.027032,11,1,2,1
1,,,7.8712196,11,2,0,1
1,1.5,0,7.1405849,11,2,0,1
1,40,20,8.1092396,11,2,0,1
1,24,0,8.0404835,11,2,0,1
1,33.333332,0,8.0427351,11,2,0,1
1,62.5,0,7.4061036,11,2,0,1
1,66.666664,0,7.8603916,11,2,0,1
1,60,0,9.3091078,1,2,0,1
1,87.5,0,9.8325281,1,2,0,1
2,,,6.9511809,11,1,0,1
2,.5,1,6.3352561,11,1,0,1
2,60,0,7.0097704,13,1,0,1
,,,7.1521125,,1,,1
2,,,7.4240651,11,2,0,1
2,1.5,0,7.0523639,11,2,0,1
2,60,0,7.0097704,11,2,0,1
2,24,0,8.0157709,11,2,0,1
2,33.333332,0,7.6127815,1,2,0,1
2,62.5,0,7.9676266,1,2,0,1
2,,,8.6779184,,2,,1
2,,,8.1122284,,2,,1
2,,,8.8363743,,2,,1
3,,,6.9073553,12,2,0,1
3,,,6.253829,,2,0,1
3,,,7.0097704,,2,1,1
3,24,0,7.332612,11,2,2,1
3,,,7.6127815,11,2,2,1
3,,,7.3752556,,2,,1
3,,,8.6779184,,2,,1
3,,,8.2945499,,2,,1
3,,,8.8363743,,2,,1
3,,,6.9073553,12,1,0,1
3,,,6.253829,,1,0,1
3,,,7.0097704,,1,0,1
3,24,0,7.1521125,,1,2,1
3,,,7.6127815,11,1,2,1
3,42.5,20,7.5983992,1,1,2,1
3,46.666664,20,8.4846163,1,1,2,1
3,40,20,9.1124668,1,1,2,1
3,77.5,10,8.8363743,4,1,2,1
7,60,0,8.5291748,1,2,2,1
7,87.5,0,8.8363743,1,2,2,1
5,,,8.8363743,,2,,1
0,,,6.6066504,11,1,1,1
0,6.666666,10,7.7155204,8,1,2,1
0,60,40,9.7932539,8,1,2,1
0,10,30,9.9995928,4,1,4,1
0,6.666666,20,9.9330463,4,1,4,1
0,40,40,10.311749,4,1,3,1
0,20,20,10.085809,4,1,3,1
1,,,6.5206213,11,2,1,1
1,16.666666,0,7.2275262,11,2,2,1
1,100,0,8.7132177,11,2,2,1
1,40,0,10.130842,11,2,2,1
1,26.666666,0,9.965147,7,2,2,1
1,80,0,9.8100004,1,2,0,1
1,40,0,10.093084,1,2,1,1
2,,,5.7203116,11,2,0,0
2,16.666666,0,6.9757786,11,2,0,0
,,,8.799737,,2,,0
3,,,5.7203116,1,2,,1
3,,,6.8489494,,2,,1
3,,,8.799737,,2,,1
3,,,9.0844936,,2,,1
3,26.666666,0,9.0595179,12,2,3,1
3,,,9.0612602,,2,,1
3,,,9.1695185,,2,,1
3,,,5.7203116,1,1,,1
3,,,6.8489494,,1,,1
3,,,8.799737,,1,,1
3,40,0,9.0844936,1,1,2,1
3,,,9.0595179,,1,,1
3,,,9.0612602,,1,,1
3,,,9.1695185,,1,,1
0,,,6.9369903,11,1,2,1
0,0,0,6.7178049,11,1,2,1
0,5,5,7.9940023,11,1,2,1
0,6.666666,20,10.089998,11,1,2,1
0,60,20,10.171091,11,1,2,1
0,20,20,10.060492,7,1,2,1
0,90,30,12.886642,4,1,2,1
1,,,6.6151724,11,2,2,1
1,0,0,6.9363427,11,2,2,1
1,10,0,8.4801903,11,2,2,1
1,26.666666,0,9.4010229,11,2,2,1
1,,,9.3587608,,2,,1
1,40,0,8.7948246,1,2,2,1
1,,,11.307131,,2,,1
3,,,6.1892905,,1,0,1
3,,,6.212606,,1,0,1
3,,,7.3589902,,1,2,1
3,26.666666,0,8.8173351,,1,2,1
3,,,9.3587608,,1,,1
3,,,8.7948246,,1,,1
3,,,11.307131,,1,,1
3,,,6.1892905,,2,0,1
3,,,6.212606,,2,0,1
3,,,7.3589902,,2,0,1
3,,,8.8173351,,2,1,1
3,,,9.3587608,,2,,1
3,,,8.7948246,,2,,1
3,,,11.307131,,2,,1
0,,,9.483099,11,1,0,1
0,0,0,7.7297354,11,1,0,1
0,0,0,8.4137068,11,1,0,1
0,0,0,8.2997828,11,1,0,1
0,0,0,9.2815866,11,1,0,1
0,1,1,8.9065285,1,1,0,1
0,0,0,9.7561913,11,1,0,1
1,,,8.776969,11,2,0,1
1,0,0,7.742836,11,2,0,1
1,0,0,9.2592793,11,2,0,1
1,0,0,8.922925,11,2,0,1
1,0,0,9.3120852,11,2,0,1
1,,,8.9065285,,2,,1
3,,,9.635849,4,1,3,1
,,,7.6058898,,1,,1
,,,8.7841625,,1,,1
3,,,9.2662249,,1,,1
3,,,9.0765848,7,1,4,1
,,,7.6058898,,1,,1
,,,8.7841625,,1,,1
3,,,9.2662249,,1,,1
3,,,9.5398722,11,1,3,1
,,,7.6058898,,1,,1
,,,7.1747241,,1,,1
3,,,9.2662249,,1,,1
0,,,5.6058021,11,1,0,1
0,20,20,8.4049263,11,1,0,1
0,-4.7683716e-07,20,9.4491215,11,1,0,1
0,,,9.3453369,,1,,1
0,10,20,6.7278309,11,1,0,1
1,,,4.2195077,11,2,0,1
1,40,0,8.4049263,11,2,0,1
1,20,0,8.6821995,11,2,0,1
1,0,0,10.327774,11,2,1,1
1,30,0,6.836617,11,2,1,1
3,,,4.2195077,,1,,1
3,,,7.6750956,,1,,1
3,20,0,8.3072128,,1,2,1
3,,,9.3453369,,1,,1
3,,,6.112206,,1,,1
2,,,4.2195077,,2,,1
,,,7.6750956,,2,,1
6,,,9.3453369,,2,,1
0,,,9.0645447,1,1,0,1
0,0,15,7.7824807,13,1,0,1
0,10,20,8.8334131,13,1,0,1
0,10,20,7.0983758,13,1,0,1
0,0,40,9.1686802,11,1,0,1
0,0,20,8.8807249,13,1,1,1
1,,,8.4280109,11,2,0,1
1,15,0,7.7635727,11,2,0,1
1,30,0,9.530899,11,2,0,1
1,30,0,8.0477228,11,2,0,1
1,40,0,9.0319958,11,2,0,1
1,20,0,8.5974817,1,2,0,1
3,,,8.1719837,11,2,2,1
3,15,0,7.5696626,11,2,2,1
3,,,8.8204279,,2,,1
,,,7.0983758,,2,,1
0,,,8.0830936,11,2,1,0
,,,7.6778636,,2,,0
1,,,8.2607098,8,1,1,0
,,,6.0684257,,1,,0
3,,,7.9824982,,2,2,0
,,,7.6778636,,2,,0
3,,,7.9824982,,1,3,0
,,,7.6778636,,1,,0
2,,,7.9824982,,2,0,0
2,0,0,7.6778636,1,2,0,0
0,,,9.4017305,8,1,4,1
0,20,20,8.6029577,7,1,4,1
0,20,20,9.2235823,7,1,4,1
0,25,25,10.785187,7,1,4,1
0,20,20,9.2873011,7,1,4,1
0,1,1,7.7348828,11,1,4,1
0,0,0,9.3477335,7,1,4,1
0,18,0,9.8414793,11,1,3,1
0,,,7.5548587,,1,,1
1,,,7.9587569,11,2,4,1
1,40,0,8.3118629,7,2,4,1
1,40,0,10.333016,7,2,4,1
1,50,0,10.974729,7,2,4,1
1,40,0,9.1049795,7,2,4,1
1,2,0,8.3262119,11,2,4,1
1,0,0,9.6453037,11,2,4,1
1,9,9,9.9309807,1,2,3,1
1,0,0,9.1269588,1,2,3,1
3,,,7.9159012,,2,,1
3,,,7.7456985,,2,,1
3,,,8.883316,,2,1,1
3,,,9.8146563,,2,1,1
3,,,8.6995144,,2,2,1
3,,,7.7348828,,2,,1
3,,,8.660675,,2,,1
3,,,9.3857632,,2,,1
3,,,7.5548587,,2,,1
3,,,7.9159012,,2,,1
3,,,7.7456985,,2,,1
3,,,8.883316,,2,0,1
3,,,9.8146563,,2,0,1
3,,,8.6995144,,2,1,1
3,,,7.7348828,,2,,1
3,0,0,8.660675,,2,3,1
3,,,9.3857632,,2,,1
3,,,7.5548587,,2,,1
0,,,7.6902099,11,1,3,1
0,15,10,8.050065,4,1,3,1
0,15,10,9.5963964,4,1,3,1
0,30,20,9.546813,4,1,3,1
0,4.666666,7,8.8818359,7,1,3,1
0,0,15,9.7153292,8,1,3,1
0,10,15,10.245184,7,1,3,1
0,6.666666,10,10.067589,7,1,3,1
0,10.666668,16,10.706491,8,1,3,1
1,,,8.959033,11,2,2,1
1,25,0,7.6591716,11,2,2,1
1,25,0,8.9417543,8,2,2,1
1,50,0,9.7171583,1,2,2,1
1,11.666666,0,7.495542,1,2,2,1
1,15,0,9.5037308,11,2,2,1
1,25,0,9.448307,1,2,2,1
1,16.666666,0,9.5796022,11,2,2,1
1,26.666668,0,9.937438,1,2,2,1
3,,,7.6902099,12,2,0,1
3,,,7.3613753,,2,0,1
3,,,8.682312,,2,0,1
3,,,8.7323046,,2,1,1
3,11.666666,0,7.495542,12,2,2,1
3,15,0,9.640151,4,2,3,1
3,25,0,10.016221,4,2,4,1
3,,,9.032011,,2,,1
3,,,9.824913,,2,,1
3,,,7.6902099,1,1,,1
3,,,7.3613753,,1,,1
3,,,8.682312,,1,1,1
3,,,8.2214794,,1,1,1
3,,,7.495542,,1,2,1
3,15,0,9.1452332,1,1,3,1
3,,,9.3576107,,1,,1
3,16.666666,0,9.032011,1,1,4,1
3,26.666668,0,10.399804,8,1,5,1
3,,,7.6902099,1,2,,1
3,,,7.3613753,,2,,1
3,,,8.1714869,,2,,1
3,,,8.2214794,,2,0,1
3,,,7.495542,,2,1,1
3,15,0,8.634407,,2,2,1
3,,,8.8467846,,2,,1
3,,,9.032011,,2,,1
3,,,9.5372314,,2,,1
0,,,8.3936691,11,1,0,1
0,50,20,8.2824831,11,1,0,1
0,0,0,7.52912,1,1,0,1
,,,7.1546154,,1,,1
1,,,8.6960087,11,2,0,1
1,70,0,8.2824831,11,2,0,1
1,0,0,8.0486174,11,2,0,1
1,0,0,8.7640533,1,2,0,1
3,,,8.3936691,,1,2,0
3,40,30,8.0696554,11,1,,0
,,,7.52912,,1,,0
3,,,8.3936691,,2,2,1
3,70,0,6.4602175,11,2,,1
,,,7.52912,,2,,1
0,,,7.8797646,11,1,2,1
0,20,20,6.8297939,11,1,2,1
0,60,20,7.5920386,11,1,2,1
0,0,20,9.1468735,11,1,2,1
0,33.333332,20,7.8654585,11,1,2,1
0,26.666668,20,10.139153,11,1,2,1
0,0,30,0,11,1,2,1
0,60,20,9.8228197,11,1,1,1
1,,,7.8721695,11,2,0,1
1,40,0,6.8297939,11,2,0,1
1,,,8.0468855,,2,0,1
1,20,0,9.050869,11,2,0,1
1,53.333332,0,7.8654585,11,2,0,1
1,46.666668,0,10.776881,11,2,0,1
1,30,0,9.4348564,11,2,0,1
1,,,8.3064718,,2,,1
