A5,hh_altersmok,smoking,log_inc,class,gender,A12,han
0,1,1,7.76793,4,1,1,1
0,5,10,7.6605511,4,1,1,1
1,,,7.2787852,4,2,2,1
1,2,0,7.9199281,4,2,2,1
1,15,0,7.6605511,4,2,2,1
3,,,7.0810585,,1,,1
3,,,7.0810585,,1,,1
3,,,7.157403,,1,,1
3,,,7.157403,,1,,1
3,,,7.023694,,1,,1
0,0,0,8.9489756,13,1,,0
1,0,0,7.972466,1,2,,0
0,0,0,6.9077554,1,2,,0
0,0,0,9.560997,4,1,2,0
1,0,0,9.0825071,4,2,3,0
3,0,0,8.4338112,,1,,0
0,0,20,9.6356869,4,1,2,0
0,0,0,6.6846118,7,2,2,0
1,0,0,8.0709057,1,1,2,0
3,,,6.6846118,,1,,0
0,20,20,7.6778636,13,1,1,0
1,40,0,7.6778636,13,2,,0
3,20,20,9.0359869,4,1,2,0
0,0,0,,13,2,,0
5,0,0,,12,1,5,0
0,0,0,10.138559,13,2,2,1
0,12,0,10.388503,13,2,2,1
3,0,0,10.499573,4,1,4,1
3,0,12,10.792284,4,1,4,1
0,14,0,8.4029045,1,2,3,1
1,-4.7683716e-07,14,9.7086887,4,1,3,1
3,14,0,8.4029045,12,2,4,1
0,0,0,,4,2,3,1
0,0,0,9.39466,13,2,3,1
0,0,0,9.2873011,13,2,3,1
0,0,0,10.45733,13,2,3,1
0,0,0,10.422281,13,2,2,1
3,0,0,,1,1,5,1
3,0,0,8.7035065,12,1,5,1
3,0,0,8.8818359,12,1,5,1
3,,,9.358717,,1,,1
0,20,0,9.9987974,4,2,0,1
0,10,0,10.036619,13,2,0,1
0,10,0,10.171987,13,2,1,1
0,0,0,10.415112,13,2,0,1
0,0,0,10.718107,13,2,1,1
1,0,20,9.3056507,4,1,2,1
1,0,10,9.6942472,13,1,2,1
1,0,10,10.247077,13,1,2,1
1,,,9.0288181,,1,,1
0,0,0,,13,1,2,1
0,0,0,9.6575022,13,1,2,1
0,0,0,9.5749836,13,1,2,1
0,0,0,10.589044,13,1,2,1
1,0,0,,13,2,,1
1,0,0,9.0593624,13,2,1,1
1,0,0,9.5749836,13,2,0,1
1,0,0,10.703188,13,2,0,1
0,0,0,9.3647766,13,2,,1
0,0,1,9.5766487,13,2,0,1
0,0,1,10.085809,13,2,0,1
0,0,0,10.422281,13,2,0,1
0,0,0,10.021271,13,1,3,1
0,0,0,10.648136,13,1,2,1
0,0,1,10.823361,13,1,2,1
1,0,0,10.021271,13,2,2,1
1,0,0,10.185579,13,2,2,1
1,1,0,10.546906,13,2,2,1
3,0,0,10.357743,4,1,2,1
3,,,9.7502203,,1,,1
3,0,0,8.8818359,,1,5,1
3,,,9.3447552,,1,,1
7,0,0,10.236382,4,2,2,1
7,,,9.7502203,,2,,1
5,,,9.7502203,,2,,1
0,0,0,9.4334841,13,2,2,1
0,0,0,9.5766487,13,2,2,1
0,0,0,10.023933,13,2,2,1
0,0,0,10.853541,13,2,2,1
0,0,0,10.616437,13,2,2,1
0,.5,1,6.0715075,1,1,2,1
0,0,0,9.105258,4,1,2,1
0,0,0,10.586584,7,1,2,1
0,0,0,,1,1,2,1
1,1.5,0,6.0715075,7,2,2,1
1,0,0,7.6017356,1,2,2,1
1,0,0,9.392662,1,2,1,1
1,0,0,,1,2,1,1
3,,,6.0715075,,1,1,1
3,0,0,7.6017356,,1,1,1
,,,9.392662,,,,0
3,,,,,1,,1
0,4,0,9.7650299,13,1,1,1
0,0,20,9.8632908,13,1,0,1
0,10,20,10.348173,13,1,0,1
0,0,20,10.685092,13,1,1,1
1,0,4,9.8121395,13,2,0,1
2,20,0,9.8632908,13,2,0,1
1,20,10,10.348173,13,2,0,1
1,20,0,10.685092,13,2,0,1
0,0,0,9.5904198,13,2,0,1
0,0,0,8.2814713,1,2,3,1
0,0,0,9.7700701,13,2,3,1
0,0,0,10.037144,13,2,3,1
3,0,0,9.3191948,4,1,3,1
3,0,0,9.7429667,4,1,4,1
3,,,8.9385319,,1,,1
0,0,0,9.5749836,13,2,0,1
0,0,0,10.385914,13,2,0,1
0,0,0,10.524064,13,2,0,1
0,0,0,9.7421446,13,2,1,1
0,0,0,10.787172,13,2,0,1
0,0,0,0,1,1,1,1
0,0,0,10.373491,13,1,1,1
3,0,0,0,4,2,4,1
3,0,0,10.971641,4,2,4,1
1,0,0,10.373491,13,2,3,1
0,0,0,9.359622,13,1,2,1
0,0,0,10.505054,13,1,2,1
1,0,0,8.2610102,1,2,0,1
1,0,0,9.433444,1,2,0,1
0,0,0,9.5749836,13,2,0,1
0,0,0,10.925866,13,2,0,1
0,0,20,0,7,1,0,1
0,1.9999998,5,10.39615,4,1,3,1
0,1.0000002,7,10.894267,4,1,3,1
1,7,0,11.096399,4,2,3,1
1,8,0,11.390381,4,2,3,1
3,5,2,9.8900642,1,1,4,1
3,7,1,11.073904,4,1,5,1
0,0,0,4.6051702,1,2,3,1
0,0,1,10.888701,13,2,2,1
0,0,0,10.330127,4,1,3,1
1,0,0,10.690262,13,2,3,1
0,0,6,10.206668,4,1,3,1
1,6,0,10.388477,13,2,1,1
0,0,0,6.6416173,1,2,1,1
0,0,0,10.77807,13,2,1,1
0,0,0,10.718107,13,2,1,1
0,12,0,10.824766,13,1,3,1
1,0,12,10.788287,13,2,0,1
0,0,1,10.649776,13,1,2,1
1,1,0,10.620916,13,2,2,1
0,1,20,10.640847,13,1,2,1
1,20,1,10.521323,13,2,3,1
0,0,30,10.629179,13,1,1,1
1,30,0,10.512252,13,2,2,1
0,0,0,10.573877,13,2,1,1
0,,,8.4640331,1,1,0,1
0,.33333337,1,8.5200291,13,1,0,1
0,2,0,9.0481939,13,1,2,1
,,,9.2860041,,1,,1
1,,,7.9446945,1,2,0,1
1,1.3333334,0,8.5200291,13,2,0,1
1,1,1,8.9952688,13,2,0,1
0,20,0,9.2860041,1,2,0,1
0,10,0,9.7672386,13,2,0,1
0,20,0,10.275476,13,2,0,1
0,26.666666,0,10.451609,13,2,1,1
0,80,0,10.602865,13,2,0,1
3,,,8.6517839,4,1,2,1
3,,,8.6383839,4,1,2,1
3,1,1,8.8284941,8,1,3,1
,,,8.9577684,,1,,1
3,,,9.758462,,1,,1
3,,,10.010098,,1,,1
3,,,8.2535248,12,1,1,1
3,1.3333334,0,8.2975931,,1,2,1
3,2,0,8.5483046,1,1,2,1
3,10,10,9.5516577,8,1,2,1
3,0,10,9.1624622,1,1,3,1
3,0,20,10.299783,4,1,3,1
3,6.666666,20,11.164785,4,1,2,1
3,40,40,10.784151,8,1,5,1
7,26.666666,0,11.094375,4,2,5,1
7,,,9.6046324,,2,,1
0,,,7.6695862,1,1,0,1
0,3.333333,10,7.6143613,13,1,0,1
0,1.6666665,5,8.1942291,13,1,0,1
0,0,0,5.7037826,13,1,0,1
1,,,7.6695862,1,2,0,1
1,13.333333,0,7.6143613,13,2,0,1
1,6.6666665,0,8.1942291,13,2,0,1
1,0,0,5.7037826,13,2,0,1
3,,,7.9170971,4,2,3,1
3,13.333333,0,7.9073205,4,2,3,1
3,6.6666665,0,8.6724863,4,2,3,1
3,0,0,4.6051702,1,2,3,1
5,,,7.1563287,12,1,,1
5,,,6.9820275,,1,0,1
5,,,7.5600805,,1,,1
5,0,0,4.6051702,,1,1,1
0,,,8.3973484,4,1,2,1
0,10,20,8.2545395,4,1,2,1
0,8.5,17,8.8114538,4,1,2,1
0,-4.7683716e-07,20,9.6834641,4,1,2,1
0,0,0,10.128629,4,1,2,1
0,10,20,9.9957628,8,1,2,1
0,-2.3841858e-07,10,11.838914,8,1,2,1
0,5,10,10.542706,4,1,2,1
1,,,8.2662907,4,2,2,1
1,30,0,7.8969398,4,2,2,1
1,25.5,0,8.7380943,4,2,2,1
1,20,0,9.5214949,4,2,2,1
1,0,0,9.5067348,1,2,2,1
1,30,0,9.597868,4,2,2,1
1,10,0,11.745464,1,2,2,1
1,15,0,9.703002,13,2,2,1
3,,,7.7569184,1,1,,1
3,,,7.1038923,,1,0,1
3,,,7.8362379,,1,,1
3,20,0,8.942461,12,1,2,1
3,,,9.5067348,,1,,1
3,,,9.3325577,,1,,1
3,10,0,12.688869,4,1,3,1
3,,,9.6023827,,1,,1
0,,,8.5817556,4,1,2,1
0,20,20,8.5146303,4,1,2,1
0,10,10,9.3527079,4,1,2,1
0,6.666666,20,9.3033752,4,1,3,1
0,6.666666,20,10.069807,4,1,3,1
0,3.333333,10,8.7197256,13,1,3,1
0,20,20,10.589107,13,1,3,1
1,,,8.3550129,4,2,0,1
1,40,0,8.1355228,4,2,0,1
1,20,0,9.3474903,4,2,0,1
1,26.666666,0,9.5989981,4,2,1,1
1,26.666666,0,10.322001,4,2,1,1
1,13.333333,0,10.095965,13,2,1,1
1,40,0,10.647803,13,2,1,1
3,,,7.9831195,12,2,,1
3,,,8.0542688,,2,0,1
3,,,8.6911469,,2,,1
3,26.666666,0,8.9293032,12,2,,1
3,26.666666,0,9.9858971,4,2,5,1
3,,,9.4128733,,2,,1
3,,,9.9281797,,2,,1
3,,,7.9831195,1,2,,1
3,,,8.0542688,,2,,1
3,,,8.6911469,,2,,1
3,,,8.2361555,12,2,,1
3,,,9.9858971,,2,,1
3,13.333333,0,9.4128733,1,2,5,1
3,,,9.9281797,,2,,1
0,,,8.5947857,8,1,1,1
0,.5,1,8.2292299,8,1,2,1
0,2.9802322e-08,1,8.818038,4,1,2,1
0,-1.1920929e-07,5,10.070272,7,1,2,1
0,5.9604645e-08,2,10.850424,4,1,2,1
0,1.5,3,10.600793,8,1,2,1
0,2.5,5,11.5759,8,1,2,1
0,5,10,9.0359869,13,1,5,1
1,,,8.4451838,4,2,1,1
1,1.5,0,8.1282749,4,2,1,1
1,1,0,9.0823936,4,2,1,1
1,5,0,9.8357439,4,2,2,1
1,2,0,10.465044,13,2,2,1
1,4.5,0,10.356154,13,2,2,1
1,7.5,0,10.976782,13,2,2,1
1,15,0,10.1346,13,2,2,1
3,,,7.9102273,12,2,,1
3,,,7.9805093,,2,0,1
3,1,0,8.0453749,,2,1,1
3,5,0,9.2714357,,2,,1
3,2,0,10.501518,8,2,3,1
3,,,10.096172,,2,,1
3,,,10.747208,,2,,1
3,,,9.0359869,,2,,1
0,,,8.4606676,1,1,0,1
0,0,0,7.8275681,13,1,0,1
0,0,0,8.7955313,13,1,0,1
0,0,0,8.9382696,13,1,0,1
0,1.25,0,8.5826693,13,1,0,1
0,,,9.1218729,,1,,1
1,,,8.4606676,1,2,0,1
1,0,0,8.0986118,13,2,0,1
1,0,0,8.7955313,13,2,0,1
1,0,0,9.1656914,13,2,0,1
1,1.25,0,8.1341743,13,2,0,1
1,0,0,9.7021866,13,2,0,1
0,0,0,9.5450249,13,2,0,1
2,,,9.3413687,,2,,1
2,,,9.637784,,2,,1
3,,,9.0391741,,1,2,1
3,0,0,8.8427935,4,1,2,1
3,0,0,9.2101402,4,1,2,1
3,0,0,9.2096739,4,1,2,1
3,.25,1,9.3946047,4,1,2,1
3,0,0,9.9011517,4,1,2,1
3,0,0,8.6260471,4,1,3,1
0,0,0,10.295529,8,1,2,1
0,0,0,10.300024,4,1,2,1
8,,,8.097187,,1,0,1
8,0,0,8.3116379,13,1,0,1
4,0,0,8.7955313,13,1,0,1
,,,8.4894791,,1,,1
1,,,8.6260471,,1,,1
7,0,0,8.0469675,1,2,1,1
7,0,0,8.8140335,4,2,1,1
7,0,0,8.4894791,4,2,1,1
7,1.25,0,9.1719456,4,2,1,1
7,0,0,9.7729988,4,2,1,1
7,0,0,9.2090893,4,2,1,1
1,0,0,10.118599,4,2,2,1
1,0,0,9.637784,1,2,2,1
5,,,8.0469675,,1,,1
5,,,8.5047159,,1,,1
5,,,8.4894791,4,1,0,1
5,,,8.4812202,,1,0,1
5,0,0,9.1218729,,1,1,1
5,0,0,8.3383656,,1,2,1
3,0,0,9.6290503,12,1,4,1
3,0,0,10.51687,4,1,4,1
0,,,7.85853,4,1,1,1
0,10,20,8.1667614,7,1,1,1
0,5,10,8.9999895,4,1,1,1
0,-4.7683716e-07,20,9.2002897,13,1,1,1
0,10,20,10.100579,13,1,1,1
0,20,40,10.434115,13,1,1,1
1,,,8.3885345,4,2,2,1
1,30,0,8.3897963,4,2,2,1
1,15,0,8.9999895,4,2,2,1
1,20,0,9.7468338,13,2,2,1
1,30,0,10.100579,13,2,2,1
1,60,0,10.242338,13,2,1,1
3,,,7.7126093,,2,0,1
3,,,7.7501497,,2,0,1
3,,,8.3387842,,2,1,1
3,20,0,9.87817,7,2,5,1
3,,,9.0325785,,2,,1
3,,,9.3471994,,2,,1
0,,,7.7411366,4,1,2,1
0,10,20,8.8194599,4,1,2,1
0,2.5,5,8.7557898,4,1,2,1
1,,,7.7395711,4,2,2,1
1,30,0,8.112112,4,2,2,1
1,7.5,0,8.2072201,4,2,2,1
3,,,7.219852,,1,,1
3,,,7.7426682,,1,0,1
3,,,7.7085605,,1,,1
0,,,7.5188966,4,1,2,1
0,0,0,7.9884663,4,1,2,1
0,0,0,8.1844206,4,1,2,1
1,,,7.5363283,4,2,3,1
1,0,0,7.7505174,4,2,3,1
1,0,0,8.0470829,4,2,3,1
3,,,6.882369,,1,,1
3,,,7.2172771,,1,,1
3,,,7.4293232,,1,,1
0,,,7.8897905,1,1,0,1
0,0,0,6.9139061,13,1,0,1
0,12,1,7.9364815,13,1,0,1
0,10,1,8.9906912,13,1,0,1
0,12.75,1,9.3905764,13,1,0,1
0,,,9.0330067,,1,,1
1,,,7.8897905,1,2,0,1
1,0,0,6.9139061,13,2,0,1
1,13,0,7.9364815,13,2,0,1
1,11,0,8.9906912,13,2,0,1
1,13.75,0,9.2937622,13,2,0,1
1,6,0,9.6534224,13,2,0,1
2,6.666667,0,9.464983,13,2,0,1
2,,,9.4898643,,2,,1
2,,,9.3905764,,2,,1
3,,,8.7231474,,1,0,1
3,0,0,8.1431313,4,1,1,1
3,1.0000005,12,8.0383511,4,1,1,1
3,1,10,9.1509085,4,1,1,1
3,3.75,10,9.715148,4,1,1,1
3,3,3,10.101314,4,1,1,1
0,2.666667,4,10.170457,4,1,1,1
0,7.5,5,10.626801,4,1,1,1
0,6.666666,10,10.825263,7,1,3,1
7,11,0,8.2695007,1,2,1,1
7,13.75,0,8.6170387,1,2,1,1
7,6,0,9.0330067,1,2,1,1
1,6.666667,0,9.1269588,1,2,1,1
1,12.5,0,9.8946991,4,2,1,1
1,16.666666,0,9.979291,4,2,1,1
5,,,8.6170387,,2,,1
5,,,9.0330067,,2,0,1
3,,,8.8392763,,2,0,1
3,,,9.7775459,,2,1,1
3,16.666666,0,9.1674328,,2,1,1
5,,,9.0330067,,1,,1
3,,,8.8392763,,1,,1
3,,,9.4898643,,1,,1
3,,,9.3905764,,1,0,1
0,,,7.7681804,1,1,,0
0,,,7.7681804,1,1,,0
0,,,7.7681804,1,1,,0
1,,,7.7681804,1,2,,1
0,0,0,10.102339,1,2,,1
0,0,0,10.505835,13,2,2,1
1,0,0,10.102339,1,1,,1
1,0,0,10.257659,1,1,2,1
0,,,7.7857709,8,1,2,0
0,0,12,10.57473,8,1,2,0
1,,,7.6669335,4,2,3,0
1,12,0,9.9773579,1,2,3,0
3,,,7.1389623,12,2,0,0
3,,,7.1389623,12,2,0,0
3,12,0,9.9773579,1,2,3,0
0,,,8.0581703,8,1,5,0
1,,,7.9537764,4,2,3,0
1,,,7.9537764,4,2,3,0
3,,,7.3736901,12,2,0,0
0,,,7.3289733,4,2,3,0
1,,,7.3289733,7,1,3,0
3,,,6.7995205,12,1,,0
3,,,6.7995205,12,1,,0
0,,,8.2598524,1,2,0,1
0,40,1,9.8340979,13,2,0,1
1,,,8.5789137,4,1,0,1
1,1,40,9.4398346,13,1,0,1
0,,,8.4769917,1,1,0,1
0,,,8.4769917,1,1,0,1
0,,,8.4769917,1,1,0,1
0,24,0,7.4791303,13,1,1,1
0,2,0,8.9228134,13,1,1,1
0,0,0,9.532424,13,1,1,1
0,1,0,7.4180675,1,1,2,1
0,4,0,10.562043,13,1,2,1
0,3,0,10.123125,13,1,0,1
1,,,9.4334841,,1,,1
1,,,9.0653143,,1,,1
1,,,8.4769917,1,2,0,1
1,12,12,7.9432149,13,2,0,1
1,12,12,7.9432149,13,2,0,1
1,0,2,9.3253489,13,2,1,1
1,0,0,9.532424,13,2,1,1
1,0,1,8.1112146,1,2,2,1
1,0,4,10.532096,13,2,2,1
1,0,3,10.602244,13,2,3,1
0,0,0,9.8119202,13,2,0,1
0,0,0,10.163927,13,2,0,1
0,,,7.6838455,4,1,1,1
0,,,7.6838455,4,1,1,1
0,0,0,8.0678844,4,1,1,1
0,-2.3841858e-07,7,9.0312672,8,1,1,1
1,,,7.6838455,4,2,1,1
1,0,0,7.8959374,4,2,1,1
1,7,0,9.0324621,4,2,1,1
3,,,7.09586,12,2,1,1
3,0,0,7.2257338,,2,2,1
3,7,0,8.1804457,1,2,3,1
0,,,7.7324686,4,1,1,1
0,0,0,8.335166,4,1,1,1
0,0,0,8.5514011,4,1,2,1
1,,,7.868341,4,2,3,1
1,0,0,8.4738455,8,2,3,1
1,0,0,8.527935,4,2,3,1
3,,,7.1586905,12,2,0,1
3,,,7.1586905,12,2,0,1
3,,,7.6647658,,2,0,1
3,,,7.7292957,,2,0,1
0,,,7.6796026,4,1,2,1
0,10,20,8.3626451,8,1,2,1
0,.5,1,11.032995,8,1,2,1
0,,,8.9871969,1,1,,1
1,,,7.6503401,4,2,2,1
1,,,7.6503401,4,2,2,1
1,30,0,8.7521095,8,2,2,1
1,1.5,0,11.045011,8,2,2,1
1,0,0,10.373491,4,2,2,1
3,,,6.9253592,12,1,0,1
3,,,7.7848949,,1,0,1
3,,,10.579048,,1,1,1
3,,,8.9871969,12,1,3,1
0,,,7.4086113,4,1,2,1
0,7.5,15,8.1419315,4,1,2,1
0,5,10,8.5422106,4,1,2,1
0,7.5,15,9.1312971,4,1,2,1
0,0,0,9.1273212,4,1,3,1
1,,,7.0035501,4,2,2,1
1,22.5,0,7.8460217,4,2,2,1
1,15,0,8.2907104,4,2,2,1
1,22.5,0,8.8305426,4,2,2,1
1,0,0,8.8251677,4,2,3,1
3,,,6.3951502,,1,,1
3,,,7.3021908,,1,,1
3,,,7.573874,,1,,1
3,,,8.0833282,,1,,1
3,,,8.0719471,,1,,1
0,0,20,7.4707937,13,1,5,0
1,20,0,7.4707937,13,2,,0
0,30,20,9.0442381,4,1,3,0
1,50,0,8.8914566,4,2,,0
3,,,7.8118114,,2,,0
3,,,7.8118114,,1,,0
3,,,7.8118114,,1,,0
0,0,0,9.0710783,13,1,,0
1,0,0,9.0710783,13,2,,0
0,2.9802322e-08,1,9.2535276,13,1,,0
1,1,0,9.2535276,13,2,,0
3,1,0,9.2855711,4,1,3,0
0,15,20,9.1399183,8,1,1,0
1,35,0,9.2321014,13,2,1,0
3,25,10,9.3254528,8,1,5,0
3,35,0,9.4108295,8,1,5,0
3,30,5,9.0020857,4,1,4,0
0,0,30,9.0540762,8,1,1,0
1,30,0,9.5143881,13,2,3,0
3,30,0,8.5078163,7,2,5,0
0,0,20,10.22991,8,1,3,0
1,20,0,9.7025948,13,2,1,0
1,5,10,9.3185368,7,1,3,0
1,15,0,9.4820967,4,2,3,0
3,,,8.8280058,,1,,0
0,0,0,8.6827078,1,1,,0
1,0,0,8.6827078,1,2,,0
0,-2.3841858e-07,10,9.8537722,8,1,2,0
1,10,0,9.6336451,4,2,2,0
2,10,0,9.3128967,13,2,,0
0,0,0,9.7261534,4,1,3,1
0,0,0,9.392662,4,1,3,1
0,0,0,9.5887766,13,1,3,1
0,7,0,10.094108,1,1,3,1
0,0,0,10.381101,13,1,3,1
0,0,0,10.250971,13,1,3,1
1,0,0,9.5853462,4,2,3,1
1,0,0,9.392662,4,2,3,1
1,0,0,9.9617567,4,2,3,1
1,7,0,10.831707,13,2,3,1
1,0,0,10.567321,13,2,5,1
1,0,0,10.207658,13,2,3,1
3,0,0,8.9909401,,1,2,1
3,0,0,8.6995144,12,1,3,1
3,0,0,9.3587608,12,1,5,1
3,-2.3841858e-07,7,9.6886425,7,1,5,1
3,,,9.6955061,,1,,1
3,,,9.5403633,,1,,1
0,0,0,9.5183153,7,1,1,0
1,0,0,9.406455,4,2,3,0
3,0,0,8.5576954,12,1,2,0
0,.5,1,9.5677814,4,1,3,1
0,0,0,9.2173157,4,1,3,1
0,0,0,9.611351,4,1,3,1
1,1.5,0,9.5677814,4,2,3,1
1,0,0,9.2173157,4,2,3,1
1,0,0,9.3355036,4,2,3,1
3,,,8.6684828,,2,0,1
3,,,8.3113985,,2,2,1
3,0,0,8.5817318,,2,3,1
0,0,0,10.448714,13,1,1,0
1,0,0,10.448714,13,2,0,0
0,0,10,8.8403635,13,1,,0
1,10,0,8.8257799,13,2,,0
5,10,0,8.0543642,,1,1,0
5,10,0,8.0543642,,1,2,0
3,,,8.8254309,4,1,2,1
0,0,0,9.1218367,4,1,2,1
1,0,0,8.4869404,4,2,1,1
0,22.5,0,11.484732,4,2,,1
3,,,8.477438,4,1,2,1
1,7.5,15,11.508114,4,1,2,1
3,,,10.582028,,2,,1
0,1,0,9.4601717,13,2,,1
1,0,1,9.4601717,13,1,,1
0,12,0,9.2398996,4,2,1,1
0,3,0,10.177324,4,2,1,1
0,30,0,8.9871969,13,2,1,1
1,0,0,9.5933323,13,2,1,1
1,7,0,10.442862,13,2,1,1
1,0,12,9.5396442,4,1,3,1
1,1,2,10.271597,4,1,3,1
1,10,20,9.9034872,4,1,3,1
0,0,0,10.53653,7,1,3,1
0,-2.3841858e-07,7,9.9923525,13,1,3,1
3,12,0,8.6125031,,2,3,1
3,,,9.5819035,,2,,1
3,,,8.9871969,,2,,1
3,0,0,9.5933323,1,2,3,1
3,7,0,10.485666,4,2,5,1
0,30,8,9.0283556,,2,,1
0,,,,,2,,1
0,20,9,9.5819035,13,2,0,1
0,50,15,10.07849,13,2,0,1
2,60,6,9.7699566,13,2,0,1
7,38,0,9.3789129,4,2,2,1
7,20,0,9.4153204,4,2,2,1
7,29,0,9.8678608,4,2,2,1
7,65,0,9.8535089,4,2,4,1
1,66,0,8.6125031,13,2,2,1
5,38,0,8.8588152,,1,3,1
5,,,8.508152,,1,,1
5,29,0,8.8956299,1,1,4,1
5,45,20,10.577706,4,1,4,1
3,46,20,8.2940493,1,1,4,1
3,8,30,9.8540945,4,1,3,1
3,10,10,9.7383184,4,1,3,1
3,9,20,8.8956299,7,1,3,1
3,35,30,10.07849,7,1,3,1
0,26,40,8.5171928,7,1,3,1
0,8,0,8.5941544,11,2,2,1
1,2,0,9.391077,13,2,2,1
0,11,0,9.8791437,13,2,2,1
0,6,0,10.244947,13,2,2,1
1,4,0,10.519349,13,2,2,1
1,8,0,8.5941544,13,1,2,1
0,2,0,9.1641912,13,1,2,1
1,10,1,9.9359064,13,1,2,1
1,6,0,10.286707,13,1,2,1
0,4,0,10.582155,13,1,2,1
3,0,8,7.495542,1,1,4,1
3,0,2,9.7883568,4,1,4,1
3,1,10,9.9484129,8,1,4,1
3,0,6,,4,1,5,1
3,0,4,10.61705,4,1,5,1
2,8,0,7.495542,1,2,,1
2,2,0,9.6908512,13,2,0,1
6,11,0,9.9112072,13,2,0,1
6,6,0,10.278494,13,2,0,1
2,4,0,10.491968,13,2,,1
0,0,0,10.899698,13,1,2,1
0,.5,1,11.86589,13,1,2,1
0,0,0,10.263491,13,1,2,1
0,0,0,10.618885,13,1,2,1
1,0,0,11.683512,13,2,2,1
1,1.5,0,11.866564,13,2,2,1
1,0,0,10.518673,13,2,2,1
1,0,0,10.606586,13,2,2,1
3,0,0,10.950807,4,2,5,1
3,,,11.334851,,2,,1
3,,,10.126631,,2,,1
3,,,9.9617567,,2,,1
0,4,8,10.388995,4,1,2,1
0,-4.7683716e-07,20,10.16969,4,1,2,1
0,10,20,11.089806,4,1,2,1
0,10,20,10.604107,4,1,2,1
1,12,0,10.407289,7,2,4,1
1,20,0,9.4803677,13,2,4,1
1,30,0,10.879304,13,2,4,1
1,30,0,10.573877,13,2,3,1
3,,,9.9570284,,2,,1
3,20,0,9.5680151,4,2,5,1
3,,,10.526749,,2,,1
3,,,9.8984747,,2,,1
0,10,0,10.290789,4,2,4,1
0,5,0,10.243051,4,2,4,1
0,10,0,11.477299,4,2,4,1
0,9,0,10.716638,4,2,2,1
1,-2.3841858e-07,10,10.75492,4,1,2,1
1,-1.1920929e-07,5,10.935426,4,1,2,1
1,-2.3841858e-07,10,12.001506,4,1,2,1
1,3,6,10.897973,4,1,2,1
3,10,0,9.4909983,,1,1,1
3,5,0,10.091211,,1,1,1
3,10,0,11.118401,,1,2,1
3,,,10.207289,,1,,1
0,0,20,10.274016,13,1,2,1
0,0,10,11.120919,13,1,3,1
0,0,4,11.389627,13,1,3,1
0,0,10,10.962319,13,1,2,1
1,20,0,10.127031,13,2,1,1
1,10,0,11.000265,13,2,1,1
1,4,0,11.274669,13,2,1,1
1,10,0,10.770167,13,2,1,1
0,0,0,10.139034,4,1,5,1
0,0,0,12.479149,8,1,5,1
0,0,0,11.518908,7,1,5,1
0,0,0,10.059209,13,1,5,1
1,0,0,10.053458,13,2,0,1
1,0,0,11.532728,13,2,0,1
1,0,0,11.074937,13,2,0,1
1,0,0,10.260113,13,2,1,1
3,0,0,9.2567148,4,2,5,1
3,0,0,11.600936,8,2,5,1
3,,,10.831707,,2,,1
3,,,9.4703941,,2,,1
0,0,0,10.221213,13,2,1,1
0,0,0,10.199882,13,2,1,1
0,0,0,10.63393,13,2,1,1
0,0,0,10.913269,13,2,1,1
0,0,0,9.1173477,1,1,3,1
0,0,0,10.835258,8,1,3,1
0,0,0,9.9330463,1,1,2,1
0,0,0,10.402746,13,1,3,1
1,0,0,9.3983126,13,2,1,1
1,0,0,10.698288,13,2,1,1
1,,,9.9330463,,2,,1
1,,,8.6094685,,2,,1
3,0,0,9.1173477,4,2,4,1
3,,,10.520833,,2,,1
3,,,9.9330463,,2,,1
3,,,9.7080803,,2,,1
0,9,0,9.9711466,13,1,0,1
0,0,0,9.6576653,13,1,0,1
0,20,0,10.207289,13,1,0,1
0,20,0,10.571317,13,1,0,1
1,0,9,9.8521938,13,2,0,1
1,0,0,9.5778418,13,2,0,1
1,0,20,10.064755,13,2,0,1
1,0,20,10.439981,13,2,0,1
0,,,8.153861,4,1,1,1
0,0,0,8.1435738,4,1,1,1
0,0,0,8.1435738,4,1,1,1
0,0,0,8.5190582,4,1,1,1
0,0,0,8.4612598,13,1,2,1
1,,,8.2871199,4,2,0,1
1,0,0,8.3805008,8,2,0,1
1,0,0,8.4530458,8,2,0,1
1,0,0,8.2640686,13,2,1,1
3,,,7.6464381,12,1,,1
3,,,7.6464381,12,1,,1
3,,,7.5792665,,1,0,1
3,,,7.7342672,,1,,1
3,0,0,8.2440538,,1,,1
0,,,7.9969826,4,1,3,0
0,0,0,8.1110659,4,1,3,0
0,0,0,8.225771,4,1,3,0
0,0,0,8.9446373,4,1,3,0
1,,,8.0580664,4,2,2,0
1,0,0,8.0793476,4,2,2,0
1,0,0,8.4020071,4,2,2,0
1,0,0,8.6423559,4,2,2,0
3,,,7.5196795,12,2,0,0
3,,,7.5196795,12,2,0,0
3,,,7.588388,,2,1,0
3,,,7.588388,,2,1,0
3,0,0,7.5043917,4,2,1,0
3,0,0,8.0915251,12,2,4,0
0,,,7.924087,4,1,3,1
0,2.0000005,20,7.8116007,8,1,3,1
1,4.999999,20,8.3064718,8,1,3,1
1,10,20,9.2108202,4,1,3,1
1,,,7.924087,7,2,1,1
1,22,0,7.6653223,4,2,1,1
0,20,5,8.5010633,7,2,1,1
0,30,0,8.1618891,13,2,1,1
3,,,7.7290025,4,1,2,1
3,22,0,7.5893764,4,1,2,1
3,25,0,8.2052183,4,1,3,1
